time,alt,MN,TRA,Wf,Fn,Nf,Nc,epr,phi,NfR,NcR,BPR,farB,htBleed,Nf_Nc_ratio,Wf_moving_avg,alt_diff
455.26,-1.049344828490461,-1.2874491531744472,0.458129125236814,1.0843635579849729,1.2657894661597846,0.6889222441298928,1.0279965015455872,1.3029250283533966,0.9547770811601692,0.4173537157690584,0.7800480981250807,-1.0865128679440972,0.9929892201903764,1.0299755103834345,0.6701601056950115,1.0889251218318574,0.0028245222072247334
456.27,-1.0465279195506412,-1.2841229036289634,0.458129125236814,1.079801994138088,1.2590352733609254,0.687268084030652,1.0250503276199647,1.3014078435730696,0.9525220068420296,0.4173537157690584,0.7791382718678014,-1.0854864762981042,0.9906555559001363,1.0267293900341712,0.6704725275552081,1.0843635579849729,0.0028169089398197844
457.27,-1.0437033973434167,-1.2807966540834792,0.458129125236814,1.0752947346227144,1.252281080562066,0.6856139239314136,1.021809536301779,1.3006492511829062,0.9502669325238878,0.4173537157690584,0.7791382718678014,-1.0844600846521115,0.9879885109970056,1.0234832696849057,0.6709801578216295,1.079820095581925,0.0028245222072245113
458.28,-1.0408788751361921,-1.2774704045379952,0.458129125236814,1.0707331707758299,1.2455268877632066,0.6845111505319189,1.0188633623761565,1.2998906587927426,0.9482937424955151,0.4173537157690584,0.7791382718678014,-1.0832870656281202,0.9856548467067656,1.0202371493356421,0.6718380263821899,1.0752766331788775,0.0028245222072245113
459.28,-1.0380619661963724,-1.274147384361002,0.458129125236814,1.0662259112604555,1.238812898492912,0.6828569904326806,1.015622571057976,1.2983734740124158,0.9460386681773735,0.4173537157690584,0.7791382718678014,-1.0822606739821272,0.9829878018036338,1.0169910289863788,0.6723531062541738,1.0707512722196666,0.0028169089398197844
460.29,-1.0352374439891476,-1.270821134815518,0.458129125236814,1.0617186517450814,1.232139112751182,0.6812028303334398,1.0126763971323536,1.2976148816222521,0.9437835938592337,0.4173537157690584,0.7791382718678014,-1.0812342823361345,0.9806541375133937,1.0137449086371133,0.6726757256932578,1.0662259112604557,0.0028245222072247334
461.29,-1.032412921781923,-1.267494885270034,0.458129125236814,1.057211392229707,1.225465327009452,0.6801000569339476,1.0094356058141678,1.2968562892320887,0.941810403830859,0.4173537157690584,0.7782284456105303,-1.0800612633121431,0.9779870926102618,1.0104987882878498,0.6737428846542498,1.0617186517450812,0.0028245222072247334
462.3,-1.0295960128421033,-1.2641718650930407,0.458129125236814,1.052704132714333,1.2188317447962866,0.6784458968347067,1.0064894318885453,1.2953391044517617,0.9395553295127193,0.4173537157690584,0.7782284456105303,-1.0790348716661502,0.9756534283200219,1.0072526679385845,0.6740715553880103,1.057211392229707,0.0028169089398195624
463.31,-1.0267714906348786,-1.2608456155475567,0.458129125236814,1.0482511775304695,1.2121981625831213,0.6767917367354659,1.0032486405703596,1.2945805120615983,0.9373002551945776,0.4173537157690584,0.7782284456105303,-1.0778618526421588,0.9729863834168911,1.004006547589321,0.6746002031467505,1.05272223415817,0.0028245222072247334
464.31,-1.023946968427654,-1.2575193660020727,0.458129125236814,1.0437982223466056,1.2055645803699557,0.6756889633359736,1.000302466644737,1.2938219196714347,0.9353270651662049,0.4173537157690584,0.7782284456105303,-1.0768354609961661,0.9706527191266511,1.0011211072788624,0.6754846517597844,1.0482511775304693,0.0028245222072245113
465.31,-1.0211300594878343,-1.2541931164565887,0.458129125236814,1.039290962831232,1.198971201685355,0.6740348032367328,0.9970616753265513,1.292304734891106,0.9330719908480631,0.4173537157690584,0.7782284456105303,-1.0756624419721745,0.9679856742235193,0.9978749869295989,0.6760211729289236,1.0437801209027688,0.0028169089398197844
466.32,-1.0183055372806098,-1.2508700962795956,0.458129125236814,1.034838007647368,1.192418026529319,0.6729320298372407,0.9941155014009289,1.2915461425009425,0.9308169165299235,0.4173537157690584,0.777318619353251,-1.0744894229481832,0.9656520099332793,0.9946288665803354,0.6769153371906287,1.0393090642750684,0.0028245222072245113
467.32,-1.015481015073385,-1.2475438467341113,0.458129125236814,1.0303850524635048,1.1858648513732828,0.6712778697379997,0.9908747100827431,1.2900289577206154,0.9288437265015487,0.4173537157690584,0.777318619353251,-1.0733164039241918,0.9629849650301474,0.9913827462310699,0.6774598876198431,1.034838007647368,0.0028245222072247334
468.33,-1.0126564928661603,-1.2442111384516459,0.458129125236814,1.0259320972796409,1.1793518797458113,0.6696237096387615,0.9879285361571206,1.289270365330452,0.926588652183409,0.4173537157690584,0.777318619353251,-1.0721433849002004,0.9606513007399073,0.9881366258818065,0.6778058180640145,1.0303850524635045,0.0028245222072247334
469.33,-1.0098395839263408,-1.2408848889061619,0.458129125236814,1.021533446427288,1.17283890811834,0.6685209362392668,0.9846877448389403,1.287753180550125,0.9243335778652673,0.4173537157690584,0.777318619353251,-1.070970365876209,0.9579842558367767,0.9852511855713478,0.6789166817025969,1.0259501987234778,0.0028169089398195624
470.34,-1.007015061719116,-1.237558639360678,0.458129125236814,1.0170804912434241,1.166366140019433,0.6668667761400284,0.9817415709133178,1.2869945881599616,0.9223603878368946,0.4173537157690584,0.777318619353251,-1.0697973468522175,0.9556505915465366,0.9820050652220844,0.6792691640017238,1.021515344983451,0.0028245222072247334
471.34,-1.0041905395118915,-1.2342323898151937,0.458129125236814,1.0126818403910711,1.1598933719205262,0.6657640027405337,0.978500779595132,1.2854774033796346,0.9201053135187529,0.4173537157690584,0.7764087930959717,-1.0686243278282261,0.9529835466434049,0.978758944872821,0.6803918981198999,1.017098592687261,0.0028245222072245113
472.35,-1.0013736305720717,-1.2309061402697097,0.458129125236814,1.0082831895387183,1.153460807350184,0.6641098426412954,0.9755546056695096,1.2847188109894712,0.9181321234903801,0.4173537157690584,0.7764087930959717,-1.0674513088042348,0.9506498823531648,0.9755128245235556,0.6807510710131146,1.0126818403910711,0.0028169089398197844
473.35,-0.9985491083648471,-1.227579890724226,0.458129125236814,1.0038845386863653,1.1470282427798417,0.6624556825420546,0.9726084317438871,1.2832016262091441,0.9158770491722384,0.4173537157690584,0.7764087930959717,-1.0662782897802434,0.9483162180629248,0.9722667041742922,0.68111241988132,1.0082831895387183,0.0028245222072246223
474.36,-0.9957245861576225,-1.2242536411787417,0.458129125236814,0.9994858878340119,1.1405956782094995,0.6613529091425623,0.9693676404257013,1.2824430338189805,0.9136219748540987,0.4173537157690584,0.7764087930959717,-1.0651052707562518,0.9456491731597929,0.9693812638638335,0.6822518944949789,1.0038845386863653,0.0028245222072246223
475.37,-0.9929076772178027,-1.2209273916332577,0.458129125236814,0.9951415413131693,1.1342435206962866,0.6596987490433215,0.9664214665000789,1.2809258490386537,0.911648784825724,0.4173537157690584,0.7754989668387007,-1.0637856243542618,0.9433155088695528,0.9661351435145701,0.6826201320138698,0.9995039892778489,0.0028169089398197844
476.37,-0.9900831550105781,-1.2176011420877737,0.458129125236814,0.9907428904608164,1.127851159654509,0.6585959756438292,0.9631806751818931,1.28016725664849,0.9093937105075842,0.4173537157690584,0.7754989668387007,-1.0626126053302705,0.9406484639664222,0.9628890231653066,0.6837719989756396,0.9951234398693325,0.0028245222072246223
477.38,-0.9872586328033535,-1.2142748925422897,0.458129125236814,0.9863985439399738,1.121499002141296,0.6569418155445884,0.9602345012562706,1.278650071868163,0.9071386361894426,0.4173537157690584,0.7754989668387007,-1.061439586306279,0.9383147996761821,0.9596429028160411,0.6841472730724779,0.990760991904653,0.0028245222072246223
478.38,-0.984434110596129,-1.2109809366817132,0.458129125236814,0.9820541974191314,1.115187048156648,0.6552876554453501,0.9572883273306483,1.2771328870878345,0.9051654461610699,0.4173537157690584,0.7754989668387007,-1.0601199399042864,0.9356477547730504,0.9567574625055845,0.6845248570747621,0.9863985439399738,0.0028245222072245113
479.38,-0.9816172016563092,-1.2076546871362293,0.458129125236814,0.9777098508982888,1.1088750941719996,0.6541848820458553,0.9540475360124625,1.2763742946976708,0.9029103718429281,0.4173537157690584,0.7745891405814214,-1.058946920880295,0.9333140904828103,0.953511342156319,0.6856942210448829,0.9820541974191314,0.0028169089398197844
480.39,-0.9787926794490845,-1.2043284375907455,0.458129125236814,0.9733655043774463,1.102603343715916,0.6525307219466171,0.95110136208684,1.274857109917344,0.9006552975247885,0.4173537157690584,0.7745891405814214,-1.057627274478305,0.9309804261925703,0.9502652218070556,0.6860790531462176,0.9777098508982888,0.0028245222072246223
481.39,-0.9759681572418599,-1.2010021880452613,0.458129125236814,0.9690211578566037,1.0963315932598323,0.6514279485471223,0.9481551881612176,1.2740985175271804,0.8986821074964136,0.4173537157690584,0.7745891405814214,-1.056307628076315,0.9283133812894384,0.947379781496599,0.68704781314381,0.9733655043774462,0.0028245222072246223
482.4,-0.9731512483020401,-1.1976759384997773,0.458129125236814,0.9646768113357612,1.0900598428037487,0.649773788447884,0.9449143968430371,1.2725813327468534,0.896427033178274,0.4173537157690584,0.7736793143241503,-1.054987981674325,0.9259797169991985,0.9441336611473335,0.6876536018699482,0.9690211578566038,0.0028169089398197844
483.4,-0.9703267260948155,-1.1943496889542933,0.458129125236814,0.9603867691464291,1.0838282958762295,0.6486710150483893,0.9419682229174147,1.2710641479665266,0.8944538431498993,0.4173537157690584,0.7736793143241503,-1.0538149626503337,0.9233126720960677,0.9408875407980701,0.6886336494869852,0.964694912779598,0.0028245222072246223
484.41,-0.9675022038875908,-1.1910234394088093,0.458129125236814,0.9560967269570975,1.0776369524772753,0.647016854949151,0.9390220489917922,1.270305555576363,0.8921987688317595,0.4173537157690584,0.7736793143241503,-1.0524953162483437,0.9209790078058276,0.9380021004876115,0.6890326543917036,0.9603867691464293,0.0028245222072247334
485.41,-0.9646852949477711,-1.1876971898633253,0.458129125236814,0.9518066847677653,1.0714456090783209,0.6459140815496562,0.9360758750661697,1.268788370796036,0.8899436945136179,0.4173537157690584,0.772769488066871,-1.051175669846351,0.9186453435155877,0.934755980138348,0.6900232115307935,0.9560967269570974,0.0028169089398196734
486.42,-0.9618607727405466,-1.1843709403178413,0.458129125236814,0.9475166425784332,1.0652542656793664,0.6442599214504179,0.9328350837479841,1.267271186015709,0.8879705044852451,0.4173537157690584,0.772769488066871,-1.049856023444361,0.9159782986124558,0.9315098597890846,0.6906471815595563,0.9518066847677652,0.0028245222072245113
487.42,-0.959036250533322,-1.181044690772357,0.458129125236814,0.943226600389101,1.0591031258089767,0.6431571480509232,0.9298889098223616,1.2665125936255455,0.8857154301671034,0.4173537157690584,0.772769488066871,-1.048536377042371,0.9136446343222158,0.928624419478626,0.6916494446350443,0.947516642578433,0.0028245222072246223
488.43,-0.9562117283260972,-1.1777184412268733,0.458129125236814,0.9389365581997694,1.0529921894671517,0.6415029879516848,0.9269427358967391,1.2649954088452184,0.8837422401387307,0.4173537157690584,0.772769488066871,-1.0470701032623824,0.9109775894190839,0.9253782991293625,0.6920632344468233,0.9432266003891012,0.0028245222072247334
489.44,-0.9533948193862776,-1.1743921916813893,0.458129125236814,0.9347008203419477,1.0468812531253266,0.6404002145521901,0.9239965619711167,1.2634782240648914,0.881487165820589,0.4173537157690584,0.7718596618095916,-1.0457504568603924,0.908643925128844,0.922132178780097,0.6930764040788806,0.9389546596436059,0.0028169089398196734
490.44,-0.950570297179053,-1.171065942135905,0.458129125236814,0.9304650824841264,1.0407703167835014,0.6387460544529519,0.9207557706529309,1.2619610392845628,0.8792320915024493,0.4173537157690584,0.7718596618095916,-1.0444308104583997,0.9063102608386039,0.9192467384696404,0.6937193062607699,0.9347008203419479,0.0028245222072246223
491.44,-0.9477457749718282,-1.167739692590421,0.458129125236814,0.9261750402947942,1.034699583970241,0.637643281053457,0.9178095967273084,1.2612024468943994,0.8772589014740745,0.4173537157690584,0.7718596618095916,-1.0431111640564097,0.9036432159354731,0.916000618120377,0.6947446216809476,0.9304469810402894,0.0028245222072247334
492.45,-0.9449288660320085,-1.164413443044937,0.458129125236814,0.9219393024369731,1.0286288511569806,0.6359891209542188,0.914863422801686,1.2596852621140724,0.8750038271559348,0.4173537157690584,0.7709498355523206,-1.041644890276421,0.9013095516452332,0.9131151778099184,0.695173842458976,0.9261931417386312,0.0028169089398196734
493.45,-0.942104343824784,-1.161087193499453,0.458129125236814,0.9177578689106617,1.0225983218722847,0.6348863475547241,0.9119172488760635,1.2581680773337454,0.87303063712756,0.4173537157690584,0.7709498355523206,-1.040325243874431,0.8989758873549931,0.9098690574606549,0.6962104821870849,0.9219574038808096,0.0028245222072245113
494.46,-0.9392798216175593,-1.1577609439539691,0.458129125236814,0.9135221310528405,1.016567792587589,0.6332321874554857,0.908971074950441,1.2566508925534183,0.8707755628094204,0.4173537157690584,0.7709498355523206,-1.03885897009444,0.8963088424518613,0.9066229371113915,0.696647236536114,0.9177397674668252,0.0028245222072247334
495.46,-0.9364629126777396,-1.1544346944084851,0.458129125236814,0.9092863931950187,1.0105774668314578,0.632129414055991,0.9057302836322553,1.255892300163255,0.8688023727810457,0.4173537157690584,0.7700400092950412,-1.03753932369245,0.8939751781616212,0.9037374968009328,0.6979223566655615,0.9135221310528404,0.0028169089398196734
496.47,-0.933638390470515,-1.1511084448630011,0.458129125236814,0.905104959668708,1.0045871410753267,0.6304752539567526,0.9027841097066328,1.254375115382928,0.8665472984629059,0.41791874268829116,0.7700400092950412,-1.0360730499124613,0.8916415138713811,0.9004913764516694,0.6983676907667669,0.9093044946388558,0.0028245222072246223
497.47,-0.9308138682632903,-1.1477821953175171,0.458129125236814,0.9009235261423971,0.9985968153191954,0.6293724805572579,0.8998379357810105,1.2528579306026009,0.8642922241447643,0.41791874268829116,0.7691301830377703,-1.0346067761324726,0.8889744689682494,0.8976059361412128,0.6994287032486542,0.9051049596687081,0.0028245222072247334
498.48,-0.9279969593234706,-1.1444559457720331,0.458129125236814,0.8967420926160863,0.9926466930916289,0.6277183204580196,0.896891761855388,1.2513407458222738,0.8623190341163914,0.41791874268829116,0.7691301830377703,-1.03328712973048,0.8866408046780093,0.8943598157919473,0.6998819112347148,0.9009235261423972,0.0028169089398196734
499.48,-0.925172437116246,-1.1411296962265491,0.458129125236814,0.8925606590897754,0.986736774392627,0.6266155470585248,0.8939455879297655,1.2498235610419468,0.8600639597982498,0.41791874268829116,0.7691301830377703,-1.0318208559504913,0.8843071403877693,0.8914743754814907,0.7009549076803051,0.8967420926160864,0.0028245222072246223
500.49,-0.9223479149090213,-1.137803446681065,0.458129125236814,0.888379225563464,0.9808268556936252,0.6249613869592866,0.8909994140041431,1.24830637626162,0.8580907697698771,0.4173537157690584,0.7682203567804909,-1.0303545821705027,0.8816400954846386,0.8882282551322253,0.7014161593560606,0.8925606590897752,0.0028245222072246223
501.5,-0.9195233927017967,-1.134477197135581,0.458129125236814,0.8841977920371532,0.9749169369946232,0.6238586135597918,0.8877586226859573,1.2475477838714564,0.8558356954517353,0.4173537157690584,0.7682203567804909,-1.0288883083905116,0.8793064311943986,0.8853428148217686,0.7027345019440948,0.8883792255634643,0.0028245222072246223
502.5,-0.916706483761977,-1.1311509475900972,0.458129125236814,0.8800706628423528,0.9690472218241859,0.6222044534605535,0.8848124487603348,1.2460305990911278,0.8538625054233626,0.4173537157690584,0.7682203567804909,-1.027422034610523,0.8769727669041585,0.8820966944725052,0.7032049044204703,0.88421589348099,0.0028169089398196734
503.5,-0.9138819615547523,-1.127824698044613,0.458129125236814,0.875889229316042,0.9631775066537487,0.6211016800610588,0.8818662748347124,1.2445134143108008,0.8516074311052209,0.4173537157690584,0.7673105305232116,-1.0259557608305343,0.8743057220010266,0.8792112541620465,0.7043036997615897,0.8800525613985161,0.0028245222072247334
504.51,-0.9110574393475277,-1.124498448499129,0.458129125236814,0.8717621001212416,0.9573479950118761,0.6194475199618205,0.8789201009090899,1.2429962295304737,0.8493523567870812,0.4173537157690584,0.7673105305232116,-1.0244894870505457,0.8719720577107867,0.8759651338127831,0.7047825158636261,0.8759073307598788,0.0028245222072246223
505.51,-0.908240530407708,-1.121172198953645,0.458129125236814,0.867634970926441,0.9515184833700034,0.6183447465623257,0.8759739269834674,1.2414790447501467,0.8473791667587085,0.4173537157690584,0.7664007042659405,-1.0230232132705546,0.8696383934205466,0.8730796935023265,0.705894008388672,0.8717621001212414,0.0028169089398196734
506.52,-0.9054160082004833,-1.117845949408161,0.458129125236814,0.8635078417316406,0.9456889717281308,0.6166905864630874,0.873027753057845,1.23996185996982,0.8451240924405667,0.4173537157690584,0.7664007042659405,-1.0214103121125673,0.8669713485174148,0.869833573153061,0.7063814229308089,0.8676349709264412,0.0028245222072247334
507.52,-0.9025914859932588,-1.114519699862677,0.458129125236814,0.8593807125368402,0.9398996636148228,0.6155878130635927,0.8700815791322225,1.2384446751894929,0.843150902412194,0.4173537157690584,0.7654908780086612,-1.019944038332576,0.8646376842271747,0.8669481328426044,0.7075058567238607,0.8635078417316406,0.0028245222072245113
508.53,-0.8997745770534391,-1.111193450317193,0.458129125236814,0.8552535833420398,0.9341505590300795,0.6139336529643543,0.8671354052066002,1.2369274904091658,0.8408958280940523,0.4173537157690584,0.7654908780086612,-1.0184777645525875,0.8623040199369346,0.863702012493341,0.708002059745307,0.8593807125368401,0.0028169089398196734
509.53,-0.8969500548462144,-1.1078672007717087,0.458129125236814,0.8511807584787503,0.9284014544453362,0.6128308795648596,0.8641892312809777,1.2354103056288388,0.8389226380656796,0.4173537157690584,0.7654908780086612,-1.0168648633946002,0.859636975033804,0.8608165721828823,0.7091396853632016,0.8552716847858767,0.0028245222072247334
510.54,-0.8941255326389898,-1.1045409512262248,0.458129125236814,0.8470536292839498,0.9226523498605929,0.6117281061653674,0.8612430573553552,1.2338931208485118,0.8366675637475378,0.4173537157690584,0.7645810517513902,-1.015398589614609,0.8573033107435639,0.8575704518336189,0.71028509424949,0.8511626570349135,0.0028245222072246223
511.54,-0.8913010104317651,-1.101214701680741,0.458129125236814,0.8429808044206598,0.9169434488044141,0.6100739460661265,0.8582968834297328,1.2323759360681847,0.8346943737191651,0.4173537157690584,0.7645810517513902,-1.0137856884566219,0.8549696464533239,0.8546850115231622,0.7107959470017955,0.8470717307277867,0.0028245222072246223
512.55,-0.8884841014919453,-1.0978884521352568,0.458129125236814,0.8389079795573697,0.9112345477482354,0.6089711726666344,0.8553507095041103,1.2308587512878562,0.8324392994010235,0.4173537157690584,0.7636712254941109,-1.0123194146766332,0.8526359821630839,0.8517995712127037,0.7119549512265975,0.8429808044206598,0.0028169089398197844
513.55,-0.8856595792847207,-1.0945944962746805,0.458129125236814,0.8348351546940802,0.9055658502206213,0.6073170125673936,0.8524045355784878,1.2293415665075291,0.8301842250828837,0.4173537157690584,0.7636712254941109,-1.0107065135186435,0.849968937259952,0.8485534508634401,0.7124751068519777,0.8389079795573698,0.0028245222072246223
514.56,-0.8828350570774962,-1.0912682467291963,0.458129125236814,0.8308166341623006,0.8998971526930073,0.6062142391679013,0.8494583616528654,1.227824381727202,0.828211035054509,0.4173537157690584,0.7627613992368316,-1.0090936123606562,0.847635272969712,0.8456680105529836,0.7136479744437824,0.8348532561379169,0.0028245222072245113
515.56,-0.8800181481376765,-1.0879419971837123,0.458129125236814,0.826743809299011,0.8942284551653932,0.6051114657684066,0.8465121877272429,1.2263071969468753,0.8259559607363692,0.4173537157690584,0.7627613992368316,-1.0076273385806649,0.8453016086794719,0.842421890203718,0.7148290060572421,0.830798532718464,0.0028169089398196734
516.57,-0.8771936259304518,-1.0846157476382283,0.458129125236814,0.8226709844357211,0.8885999611663438,0.6034573056691682,0.8435660138016204,1.2247900121665483,0.8239827707079945,0.4173537157690584,0.7627613992368316,-1.0060144374226778,0.8429679443892318,0.8395364498932615,0.7153646493528388,0.8267438092990109,0.0028245222072247334
517.57,-0.8743691037232272,-1.0812894980927443,0.458129125236814,0.8186524639039414,0.883011670695859,0.6023545322696735,0.840619839875998,1.2232728273862212,0.8217276963898549,0.4173537157690584,0.7618515729795605,-1.0044015362646905,0.8403008994861001,0.8366510095828049,0.7165599759797823,0.8226890858795578,0.0028245222072246223
518.58,-0.8715521947834075,-1.0779632485472606,0.458129125236814,0.8146339433721622,0.8773831766968095,0.6007003721704353,0.8376736659503756,1.2217556426058942,0.8197545063614801,0.4173537157690584,0.7618515729795605,-1.0027886351067008,0.83796723519586,0.8334048892335394,0.7171054750645834,0.8186524639039416,0.0028169089398196734
519.59,-0.8687276725761828,-1.0746369990017763,0.458129125236814,0.8106154228403831,0.8718350897548894,0.5995975987709405,0.8347274920247532,1.2202384578255672,0.8174994320433404,0.4173537157690584,0.7609417467222812,-1.0011757339487135,0.83563357090562,0.8305194489230828,0.7183153837625849,0.8146339433721623,0.0028245222072247334
520.59,-0.8659031503689582,-1.0713107494562923,0.458129125236814,0.8065969023086035,0.8662467992844046,0.5984948253714483,0.8317813180991307,1.2187212730452401,0.8155262420149656,0.4173537157690584,0.7609417467222812,-0.9995628327907237,0.8332999066153799,0.8276340086126261,0.7195338634668883,0.8106154228403829,0.0028245222072246223
521.6,-0.8630862414291384,-1.0679844999108083,0.458129125236814,0.8025783817768244,0.8606987123424845,0.5968406652722075,0.8288351441735082,1.2164454958747497,0.813271167696826,0.4173537157690584,0.7600319204650101,-0.9979499316327365,0.8306328617122493,0.8243878882633607,0.7200957506059431,0.8065969023086037,0.0028169089398197844
522.6,-0.8602617192219139,-1.0646582503653244,0.458129125236814,0.7986141655765556,0.8551908289291289,0.5957378918727152,0.8258889702478858,1.2149283110944211,0.8112979776684532,0.4173537157690584,0.7600319204650101,-0.9963370304747466,0.8282991974220092,0.8215024479529041,0.7213292746770887,0.8025964832206611,0.0028245222072245113
523.61,-0.8574371970146892,-1.0613320008198404,0.458129125236814,0.794595645044776,0.8496829455157734,0.5940837317734744,0.8229427963222633,1.213411126314094,0.8090429033503115,0.4173537157690584,0.7591220942077308,-0.9947241293167595,0.8259655331317691,0.8186170076424475,0.7219016126375228,0.7985960641327187,0.0028245222072246223
524.61,-0.8546126748074646,-1.0580057512743561,0.458129125236814,0.7906314288445072,0.8441750621024179,0.5929809583739821,0.8199966223966408,1.211893941533767,0.8070697133219388,0.4173537157690584,0.7591220942077308,-0.992964600780771,0.8236318688415291,0.815370887293182,0.7231504888896373,0.7946137464886128,0.0028245222072246223
525.62,-0.8517957658676448,-1.0546795017288721,0.458129125236814,0.7866672126442386,0.8387073822176271,0.59187818497449,0.8170504484710184,1.21037675675344,0.804814639003797,0.4173537157690584,0.7582122679504515,-0.9913516996227838,0.821298204551289,0.8124854469827254,0.7244083717010339,0.7906314288445072,0.0028169089398197844
526.62,-0.8489712436604202,-1.0513532521833884,0.458129125236814,0.7827029964439698,0.8332397023328362,0.5902240248752492,0.8141042745453959,1.208859571973113,0.8028414489754243,0.4173537157690584,0.7582122679504515,-0.989738798464794,0.8186311596481572,0.8096000066722688,0.7249980663777208,0.7866672126442386,0.0028245222072246223
527.62,-0.8461467214531956,-1.0480270026379044,0.458129125236814,0.778738780243701,0.8277720224480453,0.5891212514757569,0.8111581006197736,1.2065837948026226,0.8005863746572827,0.4173537157690584,0.7573024416931805,-0.9879792699288081,0.8162974953579172,0.8067145663618102,0.7262717971079039,0.7827029964439699,0.0028245222072246223
528.63,-0.8433298125133758,-1.0447007530924202,0.458129125236814,0.7747745640434318,0.8223445460918191,0.5880184780762622,0.8085065440867144,1.2050666100222955,0.7986131846289098,0.4173537157690584,0.7573024416931805,-0.9863663687708183,0.8139638310676771,0.8034684460125467,0.7272896952744957,0.7787387802437008,0.0028169089398197844
529.63,-0.8405052903061513,-1.0413745035469362,0.458129125236814,0.770810347843163,0.8169572732641575,0.5863643179770238,0.8055603701610919,1.2035494252419687,0.7963581103107682,0.4173537157690584,0.7563926154359012,-0.9846068402348326,0.811630166777437,0.8005830057020901,0.7278961822063883,0.7747745640434319,0.0028245222072245113
530.64,-0.8376807680989267,-1.0380482540014522,0.458129125236814,0.7669004359744047,0.8115700004364959,0.5852615445775291,0.8026141962354695,1.2020322404616417,0.7943849202823955,0.4173537157690584,0.7563926154359012,-0.9829939390768427,0.809296502487197,0.7976975653916314,0.729194110099974,0.7708284492869999,0.0028245222072246223
531.64,-0.8348638591591069,-1.0347220044559682,0.458129125236814,0.7629362197741361,0.8061827276088342,0.5841587711780369,0.799668022309847,1.200515055681313,0.7921298459642537,0.4173537157690584,0.7554827891786301,-0.9812344105408569,0.8066294575840652,0.7948121250811748,0.7305016017655551,0.766882334530568,0.0028169089398197844
532.65,-0.8320393369518823,-1.0313957549104842,0.458129125236814,0.7590263079053777,0.8007954547811726,0.5825046110787961,0.7967218483842246,1.1982392785108225,0.790156655935881,0.4173537157690584,0.7554827891786301,-0.9794748820048684,0.8042957932938252,0.7915660047319114,0.731126694040251,0.7629543212179728,0.0028245222072246223
533.65,-0.8292148147446576,-1.028069505365,0.458129125236814,0.7551163960366194,0.7954483854820757,0.5814018376793039,0.7937756744586021,1.1967220937304954,0.7881834659075082,0.4173537157690584,0.7545729629213508,-0.9777153534688826,0.8019621290035851,0.7886805644214527,0.7324510644343584,0.7590263079053777,0.0028245222072246223
534.66,-0.8263902925374329,-1.0247432558195162,0.458129125236814,0.7512064841678615,0.7901415197115434,0.5802990642798092,0.7911241179255429,1.1952049089501684,0.7859283915893666,0.4173537157690584,0.7536631366640715,-0.9761024523108929,0.7996284647133463,0.7857951241109962,0.7335120382898304,0.7551163960366195,0.0028245222072247334
535.66,-0.8235733835976132,-1.0214170062740322,0.458129125236814,0.7473508766306136,0.7848346539410112,0.5786449041805708,0.7881779439999205,1.1936877241698416,0.7839552015609939,0.4173537157690584,0.7536631366640715,-0.974342923774907,0.7972948004231062,0.7829096838005395,0.7341551594859513,0.7512245856116982,0.0028169089398196734
536.67,-0.8207488613903887,-1.0180907567285482,0.458129125236814,0.7434409647618553,0.7795277881704787,0.5775421307810761,0.785231770074298,1.191411946999351,0.7817001272428521,0.4173537157690584,0.7527533104068005,-0.9725833952389186,0.7949611361328661,0.7800242434900809,0.7355053027546625,0.7473327751867768,0.0028245222072245113
537.67,-0.817924339183164,-1.0147645071830642,0.458129125236814,0.739531052893097,0.7742611259285112,0.5764393573815839,0.7822855961486757,1.1898947622190241,0.7797269372144794,0.4173537157690584,0.7527533104068005,-0.9708238667029327,0.7922940912297343,0.7767781231408174,0.7368656156006098,0.7434409647618553,0.0028245222072247334
538.68,-0.8151074302433443,-1.01143825763758,0.458129125236814,0.7356754453558495,0.7689944636865435,0.574785197282343,0.7796340396156165,1.188377577438697,0.7774718628963376,0.4173537157690584,0.7518434841495212,-0.9690643381669444,0.7899604269394942,0.7738926828303608,0.7372500020211146,0.739549154336934,0.0028169089398196734
539.68,-0.8122829080361197,-1.008112008092096,0.458129125236814,0.7318198378186016,0.7637278014445757,0.5736824238828508,0.776687865689994,1.1861018002682067,0.7754986728679649,0.4173537157690584,0.7518434841495212,-0.967304809630956,0.7876267626492542,0.7710072425199022,0.7386267369752234,0.7356754453558493,0.0028245222072246223
540.69,-0.809458385828895,-1.0047857585466122,0.458129125236814,0.7279642302813536,0.7585013427311728,0.5725796504833586,0.7737416917643716,1.1845846154878779,0.7732435985498233,0.4173537157690584,0.7509336578922501,-0.9655452810949702,0.7852930983590142,0.7681218022094456,0.7400139563084664,0.7318198378186015,0.0028245222072247334
541.69,-0.8066414768890753,-1.001459509001128,0.458129125236814,0.7241086227441061,0.7532748840177697,0.5709254903841178,0.7707955178387491,1.1830674307075508,0.7712704085214505,0.4173537157690584,0.7509336578922501,-0.9636391251809832,0.7829594340687741,0.7652363618989889,0.7406964326738025,0.7279642302813537,0.0028169089398196734
542.7,-0.8038169546818507,-0.9981332594556441,0.458129125236814,0.7202530152068582,0.7480886288329313,0.5698227169846256,0.76814396130569,1.1807916535370604,0.7690153342033088,0.4173537157690584,0.7500238316349708,-0.9618795966449973,0.780625769778534,0.7623509215885323,0.7418176093138086,0.7241086227441059,0.0028245222072246223
