time,alt,MN,TRA,Wf,Fn,Nf,Nc,epr,phi,NfR,NcR,BPR,farB,htBleed
862.29,16972,0.56375,100,3.9833,29480,2314.8,8704.6,1.1349,44.197,2388.2,8083.8,9.069,0.024599,362.19
863.29,17039,0.56674,100,3.9797,29381,2314.9,8704.7,1.1336,44.192,2388.2,8083.3,9.072,0.024596,362.19
864.3,17105,0.56974,100,3.9762,29283,2315,8704.7,1.1323,44.188,2388.2,8082.8,9.075,0.024593,362.2
865.3,17172,0.57273,100,3.9727,29186,2315.2,8704.8,1.131,44.184,2388.2,8082.3,9.078,0.02459,362.21
866.31,17238,0.57573,100,3.9692,29090,2315.3,8704.9,1.1297,44.18,2388.2,8081.7,9.0809,0.024588,362.21
867.31,17305,0.57872,100,3.9658,28995,2315.5,8704.9,1.1284,44.177,2388.2,8081.2,9.0837,0.024585,362.23
868.32,17372,0.58172,100,3.9625,28900,2315.6,8705,1.1271,44.173,2388.2,8080.7,9.0865,0.024582,362.24
869.32,17438,0.58471,100,3.9592,28806,2315.8,8705.2,1.1257,44.17,2388.2,8080.2,9.0892,0.02458,362.25
870.33,17505,0.58771,100,3.9559,28714,2315.9,8705.3,1.1244,44.166,2388.2,8079.7,9.0919,0.024578,362.26
871.33,17571,0.5907,100,3.9528,28621,2316.1,8705.5,1.1231,44.163,2388.2,8079.2,9.0945,0.024575,362.28
872.34,17638,0.5937,100,3.9496,28530,2316.2,8705.6,1.1218,44.16,2388.2,8078.7,9.097,0.024573,362.3
873.34,17704,0.59669,100,3.9466,28440,2316.4,8705.8,1.1205,44.157,2388.2,8078.2,9.0994,0.024571,362.31
874.35,17771,0.59969,100,3.9436,28350,2316.6,8706,1.1192,44.154,2388.2,8077.7,9.1018,0.024569,362.33
875.36,17837,0.60268,100,3.9406,28261,2316.8,8706.2,1.118,44.151,2388.2,8077.2,9.1042,0.024568,362.35
876.36,17904,0.60568,100,3.9377,28173,2316.9,8706.5,1.1167,44.148,2388.2,8076.7,9.1065,0.024566,362.38
877.37,17971,0.60867,100,3.9349,28086,2317.1,8706.7,1.1154,44.146,2388.2,8076.2,9.1087,0.024564,362.4
878.37,18037,0.61167,100,3.9321,27999,2317.3,8707,1.1141,44.143,2388.1,8075.7,9.1108,0.024563,362.42
879.38,18104,0.61466,100,3.9293,27914,2317.5,8707.3,1.1128,44.141,2388.1,8075.2,9.1129,0.024562,362.45
880.38,18170,0.61766,100,3.9267,27829,2317.7,8707.6,1.1115,44.139,2388.1,8074.7,9.1149,0.02456,362.48
881.38,18237,0.62065,100,3.9241,27745,2317.8,8707.9,1.1103,44.137,2388.1,8074.2,9.1168,0.024559,362.5
882.39,18303,0.62365,100,3.9215,27661,2318,8708.2,1.109,44.135,2388.1,8073.7,9.1187,0.024558,362.53
883.39,18370,0.62664,100,3.919,27579,2318.2,8708.5,1.1077,44.133,2388.1,8073.2,9.1205,0.024557,362.57
884.4,18436,0.62964,100,3.9165,27497,2318.4,8708.9,1.1064,44.131,2388.1,8072.7,9.1223,0.024557,362.6
885.4,18503,0.63263,100,3.9141,27417,2318.6,8709.3,1.1052,44.129,2388.1,8072.2,9.1242,0.024556,362.63
886.41,18570,0.63563,100,3.9117,27337,2318.8,8709.7,1.1039,44.128,2388.1,8071.7,9.126,0.024555,362.66
887.41,18636,0.63862,100,3.9093,27257,2319,8710,1.1027,44.126,2388.1,8071.3,9.1278,0.024555,362.7
888.42,18703,0.64162,100,3.907,27179,2319.3,8710.5,1.1014,44.125,2388.1,8070.8,9.1296,0.024554,362.74
889.42,18769,0.64461,100,3.9048,27101,2319.5,8710.9,1.1002,44.123,2388.1,8070.3,9.1314,0.024554,362.77
890.43,18836,0.64761,100,3.9026,27024,2319.7,8711.4,1.0989,44.122,2388.1,8069.9,9.1332,0.024554,362.81
891.43,18902,0.6506,100,3.9004,26948,2319.9,8711.9,1.0977,44.121,2388.1,8069.4,9.1351,0.024553,362.85
892.44,18969,0.6536,100,3.8983,26872,2320.1,8712.3,1.0964,44.12,2388.1,8069,9.1369,0.024553,362.89
893.44,19035,0.65659,100,3.8962,26797,2320.4,8712.8,1.0952,44.119,2388.1,8068.5,9.1387,0.024553,362.93
894.45,19102,0.65959,100,3.8942,26723,2320.6,8713.3,1.0939,44.118,2388.1,8068.1,9.1405,0.024553,362.97
895.45,19169,0.66258,100,3.8922,26649,2320.8,8713.9,1.0927,44.117,2388.1,8067.6,9.1424,0.024553,363.02
896.46,19235,0.66558,100,3.8902,26576,2321,8714.4,1.0915,44.116,2388.1,8067.2,9.1442,0.024554,363.06
897.46,19302,0.66857,100,3.8883,26504,2321.3,8714.9,1.0902,44.116,2388.1,8066.7,9.146,0.024554,363.11
898.47,19368,0.67157,100,3.8864,26433,2321.5,8715.5,1.089,44.115,2388.1,8066.3,9.1478,0.024554,363.15
899.48,19435,0.67456,100,3.8846,26362,2321.8,8716.1,1.0878,44.115,2388.1,8065.8,9.1496,0.024555,363.2
900.48,19501,0.67756,100,3.8828,26291,2322,8716.6,1.0866,44.115,2388.1,8065.4,9.1514,0.024555,363.25
901.49,19568,0.68055,100,3.8811,26222,2322.3,8717.2,1.0854,44.114,2388.1,8064.9,9.1532,0.024556,363.29
902.49,19634,0.68355,100,3.8794,26153,2322.5,8717.8,1.0842,44.114,2388.1,8064.5,9.155,0.024557,363.34
903.5,19701,0.68654,100,3.8777,26085,2322.8,8718.4,1.083,44.114,2388.1,8064.1,9.1568,0.024557,363.39
904.5,19768,0.68954,100,3.8761,26017,2323,8719.1,1.0818,44.114,2388.1,8063.6,9.1586,0.024558,363.45
905.5,19834,0.69253,100,3.8745,25950,2323.3,8719.7,1.0806,44.114,2388.1,8063.2,9.1604,0.024559,363.5
906.51,19901,0.69553,100,3.873,25884,2323.6,8720.3,1.0794,44.114,2388.1,8062.7,9.1621,0.02456,363.55
907.51,19967,0.69852,100,3.8715,25818,2323.8,8721,1.0782,44.114,2388.1,8062.3,9.1639,0.024561,363.61
908.52,20000,0.7,100,3.8693,25783,2324,8721.3,1.0774,44.102,2388.1,8062,9.1669,0.024552,363.63
909.52,20000,0.7,100,3.8689,25777,2323.9,8721.1,1.0772,44.103,2388,8061.9,9.1681,0.024553,363.61
910.53,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
911.53,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
912.54,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
913.54,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
914.55,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
915.55,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
916.56,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
917.56,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
918.57,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
919.57,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
920.58,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
921.58,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
922.59,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
923.59,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
924.6,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
925.61,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
926.61,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
927.62,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
928.62,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
929.62,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
930.63,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
931.63,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
932.64,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
933.64,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
934.65,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
935.65,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
936.66,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
937.66,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
938.67,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
939.67,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
940.68,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
941.68,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
942.69,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
943.69,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
944.7,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
945.7,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
946.71,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
947.71,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
948.72,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
949.72,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
950.73,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
951.74,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
952.74,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
953.75,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
954.75,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
955.75,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
956.76,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
957.76,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
958.77,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
959.77,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
960.78,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
961.78,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
962.79,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
963.79,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
964.8,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
965.8,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
966.81,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
967.81,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
968.82,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
969.82,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
970.83,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
971.83,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
972.84,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
973.84,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
974.85,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
975.86,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
976.86,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
977.87,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
978.87,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
979.88,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
980.88,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
981.88,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
982.89,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
983.89,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
984.9,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
985.9,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
986.91,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
987.91,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
988.92,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
989.92,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
990.93,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
991.93,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
992.94,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
993.94,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
994.95,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
995.95,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
996.96,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
997.96,20000,0.7,100,3.869,25778,2323.9,8721.1,1.0773,44.104,2388,8061.9,9.1679,0.024553,363.61
998.97,20009,0.69986,99.928,3.863,25755,2323.5,8720.2,1.0769,44.077,2387.8,8061.7,9.17,0.024531,363.53
999.97,20018,0.69971,99.853,3.8572,25719,2322.8,8718.8,1.0765,44.063,2387.1,8061.3,9.1732,0.024519,363.41
1001,20028,0.69955,99.777,3.8516,25685,2322.1,8717.5,1.0761,44.049,2386.5,8061.1,9.1757,0.024507,363.3
1002,20037,0.6994,99.702,3.846,25651,2321.3,8716.2,1.0757,44.034,2385.9,8060.8,9.1784,0.024494,363.19
1003,20047,0.69925,99.626,3.8403,25617,2320.6,8714.9,1.0753,44.02,2385.3,8060.5,9.181,0.024481,363.08
1004,20056,0.6991,99.55,3.8347,25583,2319.9,8713.6,1.0749,44.006,2384.7,8060.2,9.1837,0.024469,362.97
1005,20066,0.69895,99.475,3.8291,25549,2319.2,8712.3,1.0745,43.991,2384.1,8059.9,9.1863,0.024456,362.86
1006,20075,0.6988,99.399,3.8235,25515,2318.5,8711,1.0742,43.977,2383.5,8059.6,9.189,0.024443,362.75
1007,20085,0.69865,99.324,3.8179,25481,2317.8,8709.6,1.0738,43.963,2382.9,8059.4,9.1916,0.024431,362.64
1008,20094,0.6985,99.248,3.8124,25447,2317.1,8708.3,1.0734,43.948,2382.3,8059.1,9.1943,0.024418,362.53
1009,20103,0.69835,99.173,3.8068,25413,2316.3,8707,1.073,43.934,2381.8,8058.8,9.1969,0.024406,362.42
1010,20113,0.69819,99.097,3.8012,25380,2315.6,8705.7,1.0726,43.92,2381.2,8058.5,9.1996,0.024393,362.31
1011,20122,0.69804,99.021,3.7957,25346,2314.9,8704.4,1.0722,43.905,2380.6,8058.2,9.2023,0.02438,362.2
1012,20132,0.69789,98.946,3.7901,25312,2314.2,8703.1,1.0719,43.891,2380,8057.9,9.2049,0.024368,362.09
1013,20141,0.69774,98.87,3.7846,25279,2313.5,8701.8,1.0715,43.877,2379.4,8057.7,9.2076,0.024355,361.98
1014,20151,0.69759,98.795,3.779,25245,2312.8,8700.4,1.0711,43.862,2378.8,8057.4,9.2102,0.024342,361.87
1015,20160,0.69744,98.719,3.7735,25211,2312.1,8699.1,1.0707,43.848,2378.2,8057.1,9.2129,0.02433,361.77
1016.1,20170,0.69729,98.644,3.7679,25177,2311.4,8697.8,1.0703,43.833,2377.6,8056.7,9.2154,0.024317,361.66
1017.1,20179,0.69714,98.568,3.7623,25143,2310.6,8696.5,1.07,43.819,2377,8056.4,9.2181,0.024304,361.55
1018.1,20188,0.69698,98.492,3.7567,25108,2309.9,8695.2,1.0696,43.804,2376.4,8056.1,9.2207,0.024291,361.44
1019.1,20198,0.69683,98.417,3.7512,25074,2309.2,8693.9,1.0692,43.789,2375.8,8055.8,9.2233,0.024278,361.33
1020.1,20207,0.69668,98.341,3.7456,25039,2308.5,8692.6,1.0688,43.774,2375.2,8055.5,9.2259,0.024265,361.22
1021.1,20217,0.69653,98.266,3.74,25005,2307.8,8691.3,1.0684,43.76,2374.6,8055.1,9.2285,0.024252,361.11
1022.1,20226,0.69638,98.19,3.7345,24971,2307.1,8690,1.068,43.745,2374,8054.8,9.2312,0.024239,361
1023.1,20236,0.69623,98.115,3.7289,24936,2306.4,8688.6,1.0677,43.73,2373.4,8054.5,9.2338,0.024227,360.89
1024.1,20245,0.69608,98.039,3.7234,24902,2305.7,8687.3,1.0673,43.715,2372.8,8054.2,9.2364,0.024214,360.78
1025.1,20255,0.69593,97.964,3.7179,24868,2304.9,8686,1.0669,43.701,2372.2,8053.9,9.2391,0.024201,360.67
1026.1,20264,0.69578,97.888,3.7123,24834,2304.2,8684.7,1.0665,43.686,2371.6,8053.5,9.2417,0.024188,360.56
1027.1,20273,0.69562,97.812,3.7068,24800,2303.5,8683.4,1.0661,43.671,2371,8053.2,9.2443,0.024175,360.45
1028.1,20283,0.69547,97.737,3.7013,24766,2302.8,8682.1,1.0658,43.657,2370.4,8052.9,9.2469,0.024162,360.34
1029.1,20292,0.69532,97.661,3.6958,24732,2302.1,8680.8,1.0654,43.642,2369.8,8052.6,9.2496,0.024149,360.23
1030.1,20302,0.69517,97.586,3.6903,24698,2301.4,8679.5,1.065,43.627,2369.2,8052.2,9.2522,0.024136,360.13
1031.1,20311,0.69502,97.51,3.6848,24664,2300.7,8678.1,1.0646,43.612,2368.6,8051.9,9.2549,0.024124,360.02
1032.1,20321,0.69487,97.435,3.6793,24630,2300,8676.8,1.0643,43.598,2368,8051.6,9.2575,0.024111,359.91
1033.1,20330,0.69472,97.359,3.6739,24596,2299.2,8675.5,1.0639,43.583,2367.4,8051.3,9.2601,0.024098,359.8
1034.1,20340,0.69457,97.283,3.6684,24562,2298.5,8674.2,1.0635,43.568,2366.8,8051,9.2628,0.024085,359.69
1035.1,20349,0.69442,97.208,3.6629,24528,2297.8,8672.9,1.0631,43.554,2366.2,8050.6,9.2654,0.024072,359.58
1036.2,20358,0.69426,97.132,3.6575,24494,2297.1,8671.6,1.0628,43.539,2365.6,8050.3,9.2681,0.024059,359.47
1037.2,20368,0.69411,97.057,3.6521,24461,2296.4,8670.3,1.0624,43.524,2365,8050,9.2707,0.024047,359.36
1038.2,20377,0.69396,96.981,3.6466,24427,2295.7,8669,1.062,43.509,2364.4,8049.7,9.2734,0.024034,359.25
1039.2,20387,0.69381,96.906,3.6412,24393,2295,8667.6,1.0617,43.495,2363.8,8049.4,9.276,0.024021,359.14
1040.2,20396,0.69366,96.83,3.6358,24360,2294.3,8666.3,1.0613,43.48,2363.2,8049,9.2787,0.024008,359.03
1041.2,20406,0.69351,96.755,3.6303,24326,2293.5,8665,1.0609,43.465,2362.6,8048.7,9.2813,0.023995,358.92
1042.2,20415,0.69336,96.679,3.6249,24293,2292.8,8663.7,1.0605,43.451,2362,8048.4,9.284,0.023982,358.81
1043.2,20425,0.69321,96.603,3.6195,24259,2292.1,8662.4,1.0602,43.436,2361.4,8048.1,9.2866,0.02397,358.71
1044.2,20434,0.69306,96.528,3.6141,24226,2291.4,8661.1,1.0598,43.421,2360.8,8047.7,9.2893,0.023957,358.6
1045.2,20443,0.6929,96.452,3.6088,24192,2290.7,8659.8,1.0594,43.406,2360.2,8047.4,9.292,0.023944,358.49
1046.2,20453,0.69275,96.377,3.6034,24159,2290,8658.5,1.0591,43.392,2359.6,8047.1,9.2946,0.023931,358.38
1047.2,20462,0.6926,96.301,3.598,24125,2289.3,8657.2,1.0587,43.377,2359,8046.8,9.2973,0.023918,358.27
1048.2,20472,0.69245,96.226,3.5926,24092,2288.6,8655.8,1.0584,43.362,2358.4,8046.5,9.3,0.023906,358.16
1049.2,20481,0.6923,96.15,3.5873,24059,2287.9,8654.5,1.058,43.348,2357.8,8046.1,9.3026,0.023893,358.05
1050.2,20491,0.69215,96.074,3.5819,24025,2287.1,8653.2,1.0576,43.333,2357.2,8045.8,9.3053,0.02388,357.94
1051.2,20500,0.692,95.999,3.5766,23992,2286.4,8651.9,1.0573,43.318,2356.6,8045.5,9.308,0.023867,357.83
1052.2,20510,0.69185,95.923,3.5712,23959,2285.7,8650.6,1.0569,43.303,2356,8045.2,9.3106,0.023854,357.72
1053.2,20519,0.6917,95.848,3.5659,23926,2285,8649.3,1.0565,43.289,2355.4,8044.8,9.3133,0.023842,357.62
1054.2,20528,0.69154,95.772,3.5606,23893,2284.3,8648,1.0562,43.274,2354.8,8044.5,9.316,0.023829,357.51
1055.2,20538,0.69139,95.697,3.5553,23860,2283.6,8646.7,1.0558,43.259,2354.2,8044.2,9.3187,0.023816,357.4
1056.3,20547,0.69124,95.621,3.5499,23827,2282.9,8645.4,1.0555,43.245,2353.6,8043.9,9.3213,0.023803,357.29
1057.3,20557,0.69109,95.545,3.5446,23794,2282.2,8644,1.0551,43.23,2353,8043.6,9.324,0.02379,357.18
1058.3,20566,0.69094,95.47,3.5393,23761,2281.5,8642.7,1.0547,43.215,2352.4,8043.2,9.3267,0.023778,357.07
1059.3,20576,0.69079,95.394,3.5341,23728,2280.8,8641.4,1.0544,43.201,2351.8,8042.9,9.3294,0.023765,356.96
1060.3,20585,0.69064,95.319,3.5288,23695,2280,8640.1,1.054,43.186,2351.2,8042.6,9.3321,0.023752,356.85
1061.3,20595,0.69049,95.243,3.5235,23662,2279.3,8638.8,1.0537,43.171,2350.6,8042.3,9.3348,0.023739,356.74
1062.3,20604,0.69034,95.168,3.5182,23629,2278.6,8637.5,1.0533,43.156,2350,8041.9,9.3375,0.023727,356.63
1063.3,20613,0.69018,95.092,3.513,23596,2277.9,8636.2,1.053,43.142,2349.4,8041.6,9.3401,0.023714,356.53
1064.3,20623,0.69003,95.017,3.5077,23564,2277.2,8634.9,1.0526,43.127,2348.8,8041.3,9.3428,0.023701,356.42
1065.3,20632,0.68988,94.941,3.5025,23531,2276.5,8633.6,1.0522,43.112,2348.2,8041,9.3455,0.023688,356.31
1066.3,20642,0.68973,94.865,3.4972,23498,2275.8,8632.2,1.0519,43.098,2347.6,8040.6,9.3482,0.023676,356.2
1067.3,20651,0.68958,94.79,3.492,23466,2275.1,8630.9,1.0515,43.083,2347,8040.3,9.3509,0.023663,356.09
1068.3,20661,0.68943,94.714,3.4868,23433,2274.4,8629.6,1.0512,43.068,2346.5,8040,9.3536,0.02365,355.98
1069.3,20670,0.68928,94.639,3.4815,23400,2273.7,8628.3,1.0508,43.054,2345.9,8039.7,9.3563,0.023638,355.87
1070.3,20680,0.68913,94.563,3.4763,23368,2273,8627,1.0505,43.039,2345.3,8039.3,9.359,0.023625,355.76
1071.3,20689,0.68898,94.488,3.4711,23335,2272.2,8625.7,1.0501,43.024,2344.7,8039,9.3617,0.023612,355.66
1072.3,20698,0.68882,94.412,3.4659,23303,2271.5,8624.4,1.0498,43.01,2344.1,8038.7,9.3645,0.023599,355.55
1073.3,20708,0.68867,94.336,3.4607,23270,2270.8,8623.1,1.0494,42.995,2343.5,8038.4,9.3672,0.023587,355.44
1074.3,20717,0.68852,94.261,3.4555,23238,2270.1,8621.8,1.0491,42.98,2342.9,8038,9.3699,0.023574,355.33
1075.3,20727,0.68837,94.185,3.4504,23206,2269.4,8620.4,1.0487,42.965,2342.3,8037.7,9.3726,0.023561,355.22
1076.4,20736,0.68822,94.11,3.4452,23173,2268.7,8619.1,1.0484,42.951,2341.7,8037.4,9.3753,0.023549,355.11
1077.4,20746,0.68807,94.034,3.44,23141,2268,8617.8,1.048,42.936,2341.1,8037.1,9.378,0.023536,355
1078.4,20755,0.68792,93.959,3.4348,23109,2267.3,8616.5,1.0477,42.921,2340.5,8036.8,9.3807,0.023523,354.89
1079.4,20765,0.68777,93.883,3.4297,23077,2266.6,8615.2,1.0474,42.907,2339.9,8036.4,9.3835,0.02351,354.79
1080.4,20774,0.68762,93.808,3.4245,23044,2265.9,8613.9,1.047,42.892,2339.3,8036.1,9.3862,0.023498,354.68
